Date,Open,High,Low,Close,Adj Close,Volume
2014-12-12,3.478900,3.492420,3.478900,3.486710,3.486710,2060970
2014-12-13,3.486570,3.489760,3.459560,3.476070,3.476070,2121910
2014-12-14,3.475200,3.498740,3.467660,3.480480,3.480480,1547550
2014-12-15,3.481110,3.481600,3.448860,3.450780,3.450780,2292030
2014-12-16,3.451840,3.460570,2.989270,3.015260,3.015260,5220210
2014-12-17,3.010560,3.068830,2.899990,2.940230,2.940230,3969240
2014-12-18,2.944430,2.995960,2.701970,2.805570,2.805570,4301260
2014-12-19,2.805280,2.873840,2.727240,2.869110,2.869110,2780240
2014-12-20,2.867100,2.943690,2.867100,2.923580,2.923580,2591650
2014-12-21,2.914630,2.920370,2.841580,2.850390,2.850390,2187630
2014-12-22,2.860250,2.906680,2.835790,2.885790,2.885790,2477440
2014-12-23,2.887320,2.905270,2.862120,2.881960,2.881960,1901360
2014-12-24,2.877700,2.880830,2.729560,2.738340,2.738340,2076240
2014-12-25,2.735950,2.752740,2.670910,2.699450,2.699450,1640910
2014-12-26,2.700700,2.810180,2.681670,2.781690,2.781690,2088360
2014-12-27,2.779580,2.795370,2.702960,2.716950,2.716950,2180800
2014-12-28,2.719000,2.761830,2.672810,2.733040,2.733040,1701950
2014-12-29,2.733800,2.747220,2.687090,2.694820,2.694820,1471530
2014-12-30,2.696170,2.723990,2.667430,2.704010,2.704010,1536350
2014-12-31,2.703840,2.729830,2.692300,2.718930,2.718930,1577550
2015-01-01,2.724210,2.724210,2.689770,2.699050,2.699050,770693
2015-01-02,2.697430,2.699240,2.663850,2.667360,2.667360,855392
2015-01-03,2.666460,2.666460,2.133160,2.133160,2.133160,5193080
2015-01-04,2.110220,2.154460,1.912410,1.956680,1.956680,3888140
2015-01-05,1.958030,2.160480,1.958030,2.082180,2.082180,10649500
2015-01-06,2.084340,2.118240,2.044540,2.112120,2.112120,3242950
2015-01-07,2.118100,2.149870,2.081140,2.118180,2.118180,3388950
2015-01-08,2.115610,2.123500,2.001850,2.008070,2.008070,2924520
2015-01-09,2.010020,2.011290,1.958630,1.983360,1.983360,1951160
2015-01-10,1.969990,1.980340,1.621860,1.653320,1.653320,2911190
2015-01-11,1.653600,1.878210,1.643990,1.724560,1.724560,2581500
2015-01-12,1.717680,1.794200,1.696760,1.714230,1.714230,1738370
2015-01-13,1.710200,1.719140,1.533460,1.541120,1.541120,4039950
2015-01-14,1.549610,1.582670,1.113740,1.157010,1.157010,4721280
2015-01-15,1.153240,1.376580,1.152540,1.282770,1.282770,3487080
2015-01-16,1.277190,1.472780,1.271690,1.402270,1.402270,2669280
2015-01-17,1.397800,1.403620,1.252190,1.293410,1.293410,1514960
2015-01-18,1.296030,1.372280,1.233360,1.333330,1.333330,1694820
2015-01-19,1.328570,1.359300,1.306380,1.341780,1.341780,728641
2015-01-20,1.340990,1.344810,1.299640,1.323550,1.323550,1069660
2015-01-21,1.323900,1.374170,1.318210,1.373310,1.373310,1191370
2015-01-22,1.374270,1.453880,1.374270,1.418750,1.418750,1660700
2015-01-23,1.412310,1.430160,1.380680,1.425950,1.425950,1267530
2015-01-24,1.430680,1.887010,1.419130,1.843800,1.843800,4858920
2015-01-25,1.842050,2.374950,1.839500,2.248300,2.248300,9178540
2015-01-26,2.245490,2.385360,2.060700,2.081050,2.081050,8803090
2015-01-27,2.074180,2.137020,1.869540,2.086080,2.086080,4502690
2015-01-28,2.091270,2.134840,1.809430,1.872020,1.872020,3295480
2015-01-29,1.876630,1.948910,1.832670,1.915670,1.915670,2191570
2015-01-30,1.914460,1.984380,1.890640,1.897630,1.897630,1805110
2015-01-31,1.896130,1.939920,1.870510,1.873500,1.873500,1205140
2015-02-01,1.878780,1.880980,1.679150,1.803520,1.803520,2661610
2015-02-02,1.812810,1.882450,1.747920,1.876180,1.876180,1955370
2015-02-03,1.874180,1.937600,1.808090,1.821760,1.821760,2425490
2015-02-04,1.820850,1.838880,1.757580,1.792350,1.792350,3683490
2015-02-05,1.794740,1.810160,1.730200,1.741230,1.741230,4490700
2015-02-06,1.740330,1.827460,1.740190,1.759410,1.759410,2332680
2015-02-07,1.759560,1.791740,1.742690,1.781720,1.781720,1272440
2015-02-08,1.786790,1.813650,1.758090,1.783590,1.783590,793432
2015-02-09,1.785270,1.785510,1.715260,1.731470,1.731470,1412300
2015-02-10,1.733250,1.786150,1.687290,1.763180,1.763180,1943220
2015-02-11,1.760810,1.788550,1.715170,1.727440,1.727440,1202390
2015-02-12,1.730810,1.765140,1.716750,1.757560,1.757560,1073660
2015-02-13,1.755090,1.853210,1.745630,1.821680,1.821680,2417560
2015-02-14,1.822930,1.963170,1.821380,1.937690,1.937690,2967890
2015-02-15,1.940030,2.029530,1.794080,1.842000,1.842000,3678900
2015-02-16,1.844480,1.848620,1.795630,1.796280,1.796280,1766700
2015-02-17,1.794120,1.878910,1.792600,1.853120,1.853120,1824820
2015-02-18,1.856660,1.863260,1.804000,1.828160,1.828160,1504230
2015-02-19,1.825210,1.850610,1.816340,1.846760,1.846760,1117190
2015-02-20,1.842020,1.864060,1.832220,1.847950,1.847950,1430460
2015-02-21,1.848960,1.865660,1.835090,1.848910,1.848910,934224
2015-02-22,1.849880,1.866360,1.785150,1.796200,1.796200,1413400
2015-02-23,1.803050,1.822990,1.780920,1.820410,1.820410,1207240
2015-02-24,1.813560,1.835690,1.804360,1.829320,1.829320,941910
2015-02-25,1.830000,1.831690,1.791480,1.802340,1.802340,768342
2015-02-26,1.808100,1.812540,1.793200,1.810130,1.810130,917184
2015-02-27,1.801170,1.875390,1.797120,1.851420,1.851420,2360850
2015-02-28,1.849180,1.849210,1.819460,1.840730,1.840730,1026120
2015-03-01,1.845760,1.911680,1.807830,1.891570,1.891570,1697220
2015-03-02,1.892420,1.949440,1.863570,1.936100,1.936100,2442300
2015-03-03,1.942200,1.972200,1.907070,1.955920,1.955920,2818220
2015-03-04,1.956050,1.973650,1.921020,1.930500,1.930500,2444050
2015-03-05,1.924480,1.939730,1.864440,1.916410,1.916410,2042170
2015-03-06,1.920330,1.929230,1.878190,1.897820,1.897820,1718100
2015-03-07,1.893590,1.919340,1.882180,1.910500,1.910500,1176540
2015-03-08,1.913530,1.922860,1.877530,1.891860,1.891860,1281400
2015-03-09,1.892500,1.945740,1.889130,1.944280,1.944280,2713960
2015-03-10,1.944000,2.083450,1.936930,2.009060,2.009060,4023500
2015-03-11,2.008240,2.036220,1.986340,2.026280,2.026280,1945020
2015-03-12,2.023580,2.071730,1.998190,2.042790,2.042790,2153170
2015-03-13,2.042110,2.048020,2.007960,2.007960,2.007960,1702690
2015-03-14,2.004090,2.013980,1.993150,1.996050,1.996050,1524990
2015-03-15,1.994620,2.034020,1.990450,2.018830,2.018830,1035700
2015-03-16,2.021760,2.061630,2.017340,2.033080,2.033080,1307010
2015-03-17,2.034470,2.053700,1.977210,1.982150,1.982150,1493110
2015-03-18,1.982650,1.987760,1.728640,1.742540,1.742540,2976040
2015-03-19,1.743650,1.790150,1.653620,1.759090,1.759090,2925790
2015-03-20,1.763280,1.792330,1.751460,1.767210,1.767210,1015870
2015-03-21,1.766920,1.767820,1.725520,1.746690,1.746690,1025410
2015-03-22,1.745830,1.797720,1.740010,1.797720,1.797720,1072060
2015-03-23,1.799680,1.799680,1.751910,1.778160,1.778160,1257730
2015-03-24,1.775510,1.777830,1.651590,1.651590,1.651590,2014330
2015-03-25,1.654600,1.786470,1.611170,1.673140,1.673140,2189060
2015-03-26,1.672720,1.730880,1.646800,1.695490,1.695490,1655180
2015-03-27,1.691200,1.698460,1.666630,1.686740,1.686740,1109440
2015-03-28,1.682670,1.716390,1.677340,1.703660,1.703660,843595
2015-03-29,1.704590,1.706190,1.643510,1.655680,1.655680,1242080
2015-03-30,1.656460,1.684050,1.643630,1.669580,1.669580,1297260
2015-03-31,1.669610,1.679990,1.642230,1.652600,1.652600,1124990
2015-04-01,1.651030,1.677280,1.630360,1.664630,1.664630,1245880
2015-04-02,1.666890,1.692870,1.659580,1.677810,1.677810,1254970
2015-04-03,1.676820,1.704460,1.675020,1.698510,1.698510,1053650
2015-04-04,1.699830,1.704370,1.673660,1.687850,1.687850,794158
2015-04-05,1.682510,1.711550,1.675130,1.700820,1.700820,1012920
2015-04-06,1.701640,1.715850,1.674540,1.686870,1.686870,1077700
2015-04-07,1.685980,1.687240,1.666370,1.668420,1.668420,898271
2015-04-08,1.668270,1.676620,1.618020,1.627500,1.627500,1479550
2015-04-09,1.619590,1.631300,1.550010,1.585940,1.585940,1354130
2015-04-10,1.585260,1.591090,1.515920,1.527040,1.527040,1448110
2015-04-11,1.522830,1.537680,1.439000,1.459110,1.459110,1329260
2015-04-12,1.458790,1.487230,1.454690,1.462470,1.462470,724290
2015-04-13,1.471760,1.483040,1.367320,1.376900,1.376900,1316410
2015-04-14,1.375850,1.391020,1.336220,1.378480,1.378480,1669170
2015-04-15,1.375960,1.420540,1.345080,1.383000,1.383000,1230190
2015-04-16,1.383240,1.431930,1.373020,1.421450,1.421450,1098160
2015-04-17,1.421540,1.441780,1.396070,1.409130,1.409130,1127080
2015-04-18,1.409840,1.422720,1.388130,1.409930,1.409930,733823
2015-04-19,1.409870,1.425950,1.379420,1.389170,1.389170,984396
2015-04-20,1.384290,1.415020,1.378960,1.408960,1.408960,959972
2015-04-21,1.408100,1.433960,1.396870,1.423880,1.423880,1055230
2015-04-22,1.432200,1.472480,1.421390,1.454190,1.454190,1130670
2015-04-23,1.455310,1.463040,1.442150,1.461750,1.461750,727959
2015-04-24,1.458210,1.462170,1.416950,1.419280,1.419280,1008680
2015-04-25,1.420410,1.430090,1.396700,1.402910,1.402910,868387
2015-04-26,1.399500,1.402610,1.304020,1.321170,1.321170,1292150
2015-04-27,1.321850,1.396350,1.321850,1.383480,1.383480,1465060
2015-04-28,1.382640,1.386340,1.352150,1.364020,1.364020,1014190
2015-04-29,1.362570,1.368150,1.349490,1.361320,1.361320,1372440
2015-04-30,1.360980,1.454570,1.358120,1.439840,1.439840,2039930
2015-05-01,1.442850,1.448470,1.406500,1.406590,1.406590,1169670
2015-05-02,1.407250,1.426000,1.401890,1.421530,1.421530,807758
2015-05-03,1.419800,1.452740,1.413960,1.432700,1.432700,1673860
2015-05-04,1.434610,1.450600,1.405410,1.407660,1.407660,1462600
2015-05-05,1.414880,1.422140,1.389880,1.406640,1.406640,1229630
2015-05-06,1.406330,1.410900,1.386070,1.388900,1.388900,1100820
2015-05-07,1.389730,1.487220,1.383050,1.455180,1.455180,1742090
2015-05-08,1.454900,1.491810,1.441820,1.481080,1.481080,1444320
2015-05-09,1.480480,1.490660,1.441660,1.448310,1.448310,1323730
2015-05-10,1.448300,1.453870,1.422730,1.438740,1.438740,993855
2015-05-11,1.438520,1.452860,1.431910,1.437330,1.437330,826032
2015-05-12,1.438810,1.451320,1.427600,1.445620,1.445620,723296
2015-05-13,1.443810,1.483090,1.443810,1.451420,1.451420,1913000
2015-05-14,1.450040,1.457990,1.437290,1.447770,1.447770,1078360
2015-05-15,1.447840,1.456260,1.446980,1.454290,1.454290,691297
2015-05-16,1.454700,1.454770,1.399560,1.446130,1.446130,757344
2015-05-17,1.446470,1.458950,1.446350,1.454140,1.454140,481714
2015-05-18,1.453640,1.464430,1.441650,1.446370,1.446370,630744
2015-05-19,1.446780,1.456080,1.443250,1.453190,1.453190,516737
2015-05-20,1.453520,1.462000,1.449500,1.459190,1.459190,892369
2015-05-21,1.460750,1.484330,1.455970,1.478060,1.478060,1109240
2015-05-22,1.479490,1.875110,1.479220,1.832300,1.832300,5017600
2015-05-23,1.831300,1.904140,1.771920,1.786460,1.786460,2701800
2015-05-24,1.787380,1.839100,1.787230,1.831170,1.831170,1725070
2015-05-25,1.833410,1.844170,1.787620,1.803320,1.803320,1457180
2015-05-26,1.802700,1.817310,1.792540,1.817310,1.817310,1381530
2015-05-27,1.816120,1.870390,1.810700,1.845020,1.845020,1675280
2015-05-28,1.847000,1.855970,1.829090,1.840750,1.840750,1301610
2015-05-29,1.840600,1.844150,1.813980,1.831350,1.831350,1762870
2015-05-30,1.830170,1.838190,1.808060,1.813120,1.813120,1327450
2015-05-31,1.812090,1.813740,1.629580,1.637080,1.637080,2071950
2015-06-01,1.638560,1.677660,1.593390,1.616010,1.616010,1998470
2015-06-02,1.616080,1.675720,1.606370,1.669970,1.669970,1370450
2015-06-03,1.670500,1.702640,1.661450,1.687180,1.687180,1162310
2015-06-04,1.686670,1.689090,1.663730,1.668350,1.668350,1065250
2015-06-05,1.669290,1.772340,1.665400,1.760570,1.760570,1474750
2015-06-06,1.761060,1.784950,1.750820,1.759810,1.759810,1184500
2015-06-07,1.758500,1.773110,1.719260,1.730530,1.730530,1160830
2015-06-08,1.731820,1.799460,1.728550,1.786460,1.786460,1710280
2015-06-09,1.784910,1.803030,1.782620,1.795820,1.795820,1480430
2015-06-10,1.796650,1.796860,1.747730,1.759240,1.759240,1212820
2015-06-11,1.759150,1.799680,1.757660,1.792160,1.792160,1048480
2015-06-12,1.789600,1.810680,1.788380,1.802190,1.802190,963104
2015-06-13,1.802740,1.862330,1.797200,1.861530,1.861530,1470540
2015-06-14,1.860780,2.071490,1.853980,2.002870,2.002870,3128440
2015-06-15,2.002350,2.027290,1.993200,2.018250,2.018250,1895750
2015-06-16,2.018040,2.878460,2.008670,2.876590,2.876590,10053700
2015-06-17,2.896420,3.195350,2.721910,2.888620,2.888620,13038800
2015-06-18,2.890330,3.129080,2.882930,3.095070,3.095070,7435550
2015-06-19,3.095330,3.119260,2.686580,2.807300,2.807300,7275770
2015-06-20,2.810200,3.092120,2.751090,3.035910,3.035910,5729100
2015-06-21,3.035190,3.049100,2.904660,3.022360,3.022360,3196090
2015-06-22,3.021450,3.046180,2.959140,3.028460,3.028460,3039690
2015-06-23,3.027770,3.027770,2.970630,2.974530,2.974530,2332310
2015-06-24,2.974230,2.974230,2.778630,2.778630,2.778630,3317430
2015-06-25,2.772780,2.893880,2.687810,2.850330,2.850330,4221940
2015-06-26,2.846740,2.908310,2.822340,2.860240,2.860240,2100370
2015-06-27,2.861430,3.116580,2.855970,3.103170,3.103170,4570240
2015-06-28,3.093580,3.305820,3.022620,3.305820,3.305820,2837150
2015-06-29,3.187730,3.820340,3.033050,3.736500,3.736500,12726600
2015-06-30,3.744120,4.343310,3.726640,4.086760,4.086760,15390500
2015-07-01,4.086000,4.114250,3.843700,3.924270,3.924270,7113180
2015-07-02,3.926640,4.162200,3.922680,4.065370,4.065370,6288460
2015-07-03,4.062330,4.130920,4.061010,4.115310,4.115310,4281280
2015-07-04,4.118320,4.139280,4.058460,4.113530,4.113530,3939060
2015-07-05,4.126900,4.952720,4.036970,4.952720,4.952720,14069300
2015-07-06,4.947000,5.690670,4.672240,5.417230,5.417230,22969200
2015-07-07,5.437070,5.484930,4.899270,5.234630,5.234630,13570800
2015-07-08,5.246780,6.388620,5.139400,6.361120,6.361120,23234900
2015-07-09,6.356450,7.833260,5.995810,7.536940,7.536940,42419800
2015-07-10,7.527010,8.727480,4.068630,4.505220,4.505220,62612600
2015-07-11,4.475770,4.789660,3.705330,4.373820,4.373820,19647300
2015-07-12,4.387510,5.384020,4.347780,5.287250,5.287250,19203600
2015-07-13,5.299920,5.299920,4.319900,4.679900,4.679900,14296100
2015-07-14,4.682840,4.887420,4.479810,4.649890,4.649890,5418730
2015-07-15,4.648960,4.720490,4.144640,4.214090,4.214090,7539760
2015-07-16,4.197480,4.267720,3.299720,3.689780,3.689780,17295300
2015-07-17,3.720790,3.933420,3.550290,3.786810,3.786810,9454510
2015-07-18,3.782990,4.225920,3.776850,4.001880,4.001880,8471440
2015-07-19,4.004380,4.074720,3.658950,3.766110,3.766110,4693260
2015-07-20,3.770320,3.938590,3.733740,3.938590,3.938590,4242190
2015-07-21,3.930530,4.007840,3.766210,3.766210,3.766210,4431730
2015-07-22,3.782980,3.840700,3.684240,3.823660,3.823660,2892200
2015-07-23,3.825540,3.850610,3.760510,3.784440,3.784440,2177740
2015-07-24,3.789460,4.725620,3.759730,4.601830,4.601830,14874300
2015-07-25,4.597760,4.881260,4.472340,4.631990,4.631990,10288900
2015-07-26,4.632550,4.752000,4.436930,4.662320,4.662320,7946990
2015-07-27,4.683130,4.739740,4.586120,4.671370,4.671370,5164400
2015-07-28,4.670010,5.136690,4.650210,5.058400,5.058400,10629300
2015-07-29,5.049620,5.099080,4.723980,4.797680,4.797680,6609040
2015-07-30,4.792620,4.792620,4.508060,4.578030,4.578030,5420630
2015-07-31,4.582200,4.766970,4.509860,4.641040,4.641040,4640650
2015-08-01,4.639080,4.644180,4.072900,4.153200,4.153200,6284530
2015-08-02,4.087380,4.199080,3.858910,4.174910,4.174910,6950580
2015-08-03,4.169470,4.374250,4.038770,4.162190,4.162190,5494590
2015-08-04,4.183420,4.472260,4.182620,4.377930,4.377930,4323960
2015-08-05,4.374330,4.425430,4.301050,4.349220,4.349220,2565020
2015-08-06,4.349000,4.362230,4.023670,4.064670,4.064670,3879570
2015-08-07,4.063340,4.220690,3.970270,4.208280,4.208280,4192810
2015-08-08,4.220990,4.223640,3.835420,3.854750,3.854750,4917730
2015-08-09,3.843390,3.984260,3.811390,3.898590,3.898590,3064680
2015-08-10,3.900800,3.980130,3.897610,3.948880,3.948880,2239890
2015-08-11,3.948740,4.159550,3.942950,4.159550,4.159550,3426300
2015-08-12,4.143340,4.157550,3.974440,3.985450,3.985450,3519900
2015-08-13,3.972270,3.972510,3.840410,3.880340,3.880340,2409030
2015-08-14,3.880690,4.067310,3.864800,4.026230,4.026230,3157170
2015-08-15,4.022490,4.041870,3.915110,3.925460,3.925460,2016290
2015-08-16,3.932030,3.986540,3.892360,3.952280,3.952280,3197720
2015-08-17,3.963320,4.034990,3.935340,3.983960,3.983960,2289060
2015-08-18,3.983680,3.999570,3.437700,3.469710,3.469710,3464380
2015-08-19,3.479650,3.619150,3.358540,3.477820,3.477820,5742670
2015-08-20,3.470810,3.624970,3.470810,3.605090,3.605090,2882900
2015-08-21,3.600230,3.643090,3.548290,3.565020,3.565020,1720630
2015-08-22,3.562560,3.590790,3.458970,3.511230,3.511230,1913720
2015-08-23,3.513280,3.540090,3.353160,3.394470,3.394470,2066020
2015-08-24,3.392580,3.392580,2.966110,2.994740,2.994740,7278630
2015-08-25,2.984770,3.053190,2.543790,2.937200,2.937200,11404300
2015-08-26,2.949690,3.039670,2.836580,2.946510,2.946510,4551630
2015-08-27,2.946140,2.990200,2.836450,2.866050,2.866050,1936130
2015-08-28,2.842390,2.960030,2.705220,2.906290,2.906290,4186540
2015-08-29,2.916160,2.946500,2.824300,2.876510,2.876510,1706060
2015-08-30,2.871560,2.905300,2.759340,2.848400,2.848400,1497480
2015-08-31,2.853230,2.862480,2.789970,2.842070,2.842070,1752920
2015-09-01,2.847420,2.875490,2.805630,2.820010,2.820010,1376040
2015-09-02,2.819810,2.828130,2.757300,2.795450,2.795450,2423010
2015-09-03,2.796690,2.804460,2.579970,2.633140,2.633140,2210590
2015-09-04,2.638140,2.724670,2.633340,2.701120,2.701120,1441530
2015-09-05,2.702050,2.943050,2.661530,2.919540,2.919540,2666820
2015-09-06,2.917820,3.115150,2.903310,3.048070,3.048070,4281360
2015-09-07,3.039000,3.103860,2.986690,3.045900,3.045900,2254530
2015-09-08,3.047370,3.128620,3.014000,3.047380,3.047380,2566300
2015-09-09,3.048280,3.051450,2.910410,2.923920,2.923920,2298470
2015-09-10,2.924650,2.971540,2.892880,2.949360,2.949360,1420320
2015-09-11,2.948780,2.984390,2.940120,2.957460,2.957460,1251460
2015-09-12,2.962570,2.970820,2.822920,2.825550,2.825550,1517440
2015-09-13,2.824790,2.854670,2.774920,2.815940,2.815940,1328080
2015-09-14,2.814920,2.862370,2.778060,2.844650,2.844650,1135730
2015-09-15,2.844200,2.934340,2.816790,2.823190,2.823190,918109
2015-09-16,2.829940,2.845610,2.774110,2.802980,2.802980,1192860
2015-09-17,2.806220,2.929580,2.795930,2.906370,2.906370,1626720
2015-09-18,2.910620,3.007320,2.895980,2.956960,2.956960,1572740
2015-09-19,2.954910,2.961100,2.859990,2.873580,2.873580,897801
2015-09-20,2.875070,2.875240,2.829860,2.846440,2.846440,989389
2015-09-21,2.853720,2.855000,2.795230,2.799130,2.799130,1027230
2015-09-22,2.798470,2.878780,2.795870,2.844650,2.844650,1442340
2015-09-23,2.855050,2.897290,2.851860,2.865550,2.865550,901921
2015-09-24,2.871510,2.948360,2.870720,2.929980,2.929980,1328450
2015-09-25,2.933240,2.948780,2.887030,2.892860,2.892860,959962
2015-09-26,2.894720,2.904420,2.868450,2.886880,2.886880,531617
2015-09-27,2.888990,2.897410,2.865050,2.871160,2.871160,748001
2015-09-28,2.881330,3.075250,2.878110,3.072800,3.072800,2604270
2015-09-29,3.102650,3.172000,2.969990,2.969990,2.969990,2896120
2015-09-30,2.966090,3.049180,2.966090,3.009780,3.009780,1371090
2015-10-01,3.013900,3.052720,2.955970,3.001920,3.001920,1644010
2015-10-02,2.996830,3.015220,2.976730,2.993200,2.993200,1132180
2015-10-03,2.998670,3.037140,2.990690,3.030080,3.030080,1051760
2015-10-04,3.032920,3.057360,2.997980,3.014360,3.014360,982441
2015-10-05,3.021060,3.032540,2.985710,3.015990,3.015990,1277060
2015-10-06,3.020120,3.155900,3.010680,3.145930,3.145930,1972700
2015-10-07,3.148970,3.162400,3.055870,3.058580,3.058580,1695270
2015-10-08,3.061340,3.076970,3.047680,3.064030,3.064030,1137940
2015-10-09,3.069130,3.112120,3.064460,3.107970,3.107970,978079
